"idhod","hodnota","ukaz_kod","vytah_cis","vytah_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vytah_txt","uzemi_txt"
"965581356","0","2409","3206","1","43","549916","2021","2021-03-26","Počet domů","s výtahem","Pikárec"
"965514544","115","2409","3206","2","43","549916","2021","2021-03-26","Počet domů","bez výtahu","Pikárec"
"965554565","1","2409","5768","9","43","549916","2021","2021-03-26","Počet domů","nezjištěno","Pikárec"
"957098160","84","2409",,,"43","549924","2021","2021-03-26","Počet domů",,"Radkov"
"965580771","0","2409","3206","1","43","549924","2021","2021-03-26","Počet domů","s výtahem","Radkov"
"965513926","81","2409","3206","2","43","549924","2021","2021-03-26","Počet domů","bez výtahu","Radkov"
"965580772","3","2409","5768","9","43","549924","2021","2021-03-26","Počet domů","nezjištěno","Radkov"
"957462446","95","2409",,,"43","549932","2021","2021-03-26","Počet domů",,"Tálín"
"965540418","0","2409","3206","1","43","549932","2021","2021-03-26","Počet domů","s výtahem","Tálín"
"965540417","88","2409","3206","2","43","549932","2021","2021-03-26","Počet domů","bez výtahu","Tálín"
"965553808","7","2409","5768","9","43","549932","2021","2021-03-26","Počet domů","nezjištěno","Tálín"
"957098519","19","2409",,,"43","549941","2021","2021-03-26","Počet domů",,"Rosička"
"965567537","0","2409","3206","1","43","549941","2021","2021-03-26","Počet domů","s výtahem","Rosička"
"965554245","18","2409","3206","2","43","549941","2021","2021-03-26","Počet domů","bez výtahu","Rosička"
"965487303","1","2409","5768","9","43","549941","2021","2021-03-26","Počet domů","nezjištěno","Rosička"
"957533726","42","2409",,,"43","549959","2021","2021-03-26","Počet domů",,"Ubušínek"
"965540942","0","2409","3206","1","43","549959","2021","2021-03-26","Počet domů","s výtahem","Ubušínek"
"965500906","37","2409","3206","2","43","549959","2021","2021-03-26","Počet domů","bez výtahu","Ubušínek"
"965554351","5","2409","5768","9","43","549959","2021","2021-03-26","Počet domů","nezjištěno","Ubušínek"
"957099896","54","2409",,,"43","549967","2021","2021-03-26","Počet domů",,"Hačky"
"965555131","0","2409","3206","1","43","549967","2021","2021-03-26","Počet domů","s výtahem","Hačky"
"965515104","52","2409","3206","2","43","549967","2021","2021-03-26","Počet domů","bez výtahu","Hačky"
"965528396","2","2409","5768","9","43","549967","2021","2021-03-26","Počet domů","nezjištěno","Hačky"
"957388373","111","2409",,,"43","549975","2021","2021-03-26","Počet domů",,"Veselíčko"
"965580236","0","2409","3206","1","43","549975","2021","2021-03-26","Počet domů","s výtahem","Veselíčko"
"965486508","108","2409","3206","2","43","549975","2021","2021-03-26","Počet domů","bez výtahu","Veselíčko"
"965566780","3","2409","5768","9","43","549975","2021","2021-03-26","Počet domů","nezjištěno","Veselíčko"
"957389398","65","2409",,,"43","549983","2021","2021-03-26","Počet domů",,"Polomí"
"965528397","0","2409","3206","1","43","549983","2021","2021-03-26","Počet domů","s výtahem","Polomí"
"965488184","63","2409","3206","2","43","549983","2021","2021-03-26","Počet domů","bez výtahu","Polomí"
"965541697","2","2409","5768","9","43","549983","2021","2021-03-26","Počet domů","nezjištěno","Polomí"
"957534235","142","2409",,,"43","549991","2021","2021-03-26","Počet domů",,"Vráž"
"965488549","0","2409","3206","1","43","549991","2021","2021-03-26","Počet domů","s výtahem","Vráž"
"965501831","134","2409","3206","2","43","549991","2021","2021-03-26","Počet domů","bez výtahu","Vráž"
"965582324","8","2409","5768","9","43","549991","2021","2021-03-26","Počet domů","nezjištěno","Vráž"
"957532429","68","2409",,,"43","550001","2021","2021-03-26","Počet domů",,"Vrcovice"
"965501700","0","2409","3206","1","43","550001","2021","2021-03-26","Počet domů","s výtahem","Vrcovice"
"965541779","66","2409","3206","2","43","550001","2021","2021-03-26","Počet domů","bez výtahu","Vrcovice"
"965528471","2","2409","5768","9","43","550001","2021","2021-03-26","Počet domů","nezjištěno","Vrcovice"
"957605264","69","2409",,,"43","550019","2021","2021-03-26","Počet domů",,"Vracovice"
"965500442","0","2409","3206","1","43","550019","2021","2021-03-26","Počet domů","s výtahem","Vracovice"
"965500441","69","2409","3206","2","43","550019","2021","2021-03-26","Počet domů","bez výtahu","Vracovice"
"965500443","0","2409","5768","9","43","550019","2021","2021-03-26","Počet domů","nezjištěno","Vracovice"
"957171353","302","2409",,,"43","550027","2021","2021-03-26","Počet domů",,"Záhoří"
"965515768","1","2409","3206","1","43","550027","2021","2021-03-26","Počet domů","s výtahem","Záhoří"
"965503227","286","2409","3206","2","43","550027","2021","2021-03-26","Počet domů","bez výtahu","Záhoří"
"965582590","15","2409","5768","9","43","550027","2021","2021-03-26","Počet domů","nezjištěno","Záhoří"
"957607106","123","2409",,,"43","550035","2021","2021-03-26","Počet domů",,"Zbelítov"
"965501958","0","2409","3206","1","43","550035","2021","2021-03-26","Počet domů","s výtahem","Zbelítov"
"965488512","123","2409","3206","2","43","550035","2021","2021-03-26","Počet domů","bez výtahu","Zbelítov"
"965528708","0","2409","5768","9","43","550035","2021","2021-03-26","Počet domů","nezjištěno","Zbelítov"
"957389887","63","2409",,,"43","550043","2021","2021-03-26","Počet domů",,"Zběšičky"
"965554847","1","2409","3206","1","43","550043","2021","2021-03-26","Počet domů","s výtahem","Zběšičky"
"965568113","54","2409","3206","2","43","550043","2021","2021-03-26","Počet domů","bez výtahu","Zběšičky"
"965581626","8","2409","5768","9","43","550043","2021","2021-03-26","Počet domů","nezjištěno","Zběšičky"
"957462740","157","2409",,,"43","550051","2021","2021-03-26","Počet domů",,"Plenkovice"
"965488539","0","2409","3206","1","43","550051","2021","2021-03-26","Počet domů","s výtahem","Plenkovice"
"965555493","155","2409","3206","2","43","550051","2021","2021-03-26","Počet domů","bez výtahu","Plenkovice"
"965542079","2","2409","5768","9","43","550051","2021","2021-03-26","Počet domů","nezjištěno","Plenkovice"
"957534870","147","2409",,,"43","550060","2021","2021-03-26","Počet domů",,"Zhoř"
"965515443","0","2409","3206","1","43","550060","2021","2021-03-26","Počet domů","s výtahem","Zhoř"
"965528717","135","2409","3206","2","43","550060","2021","2021-03-26","Počet domů","bez výtahu","Zhoř"
"965568730","12","2409","5768","9","43","550060","2021","2021-03-26","Počet domů","nezjištěno","Zhoř"
"957320984","49","2409",,,"43","550078","2021","2021-03-26","Počet domů",,"Přeskače"
"965500508","0","2409","3206","1","43","550078","2021","2021-03-26","Počet domů","s výtahem","Přeskače"
"965527280","47","2409","3206","2","43","550078","2021","2021-03-26","Počet domů","bez výtahu","Přeskače"
"965553962","2","2409","5768","9","43","550078","2021","2021-03-26","Počet domů","nezjištěno","Přeskače"
"957604925","113","2409",,,"43","550086","2021","2021-03-26","Počet domů",,"Křídlůvky"
"965501684","0","2409","3206","1","43","550086","2021","2021-03-26","Počet domů","s výtahem","Křídlůvky"
"965581989","111","2409","3206","2","43","550086","2021","2021-03-26","Počet domů","bez výtahu","Křídlůvky"
"965568447","2","2409","5768","9","43","550086","2021","2021-03-26","Počet domů","nezjištěno","Křídlůvky"
"957606027","1488","2409",,,"43","550094","2021","2021-03-26","Počet domů",,"Prachatice"
"965514390","86","2409","3206","1","43","550094","2021","2021-03-26","Počet domů","s výtahem","Prachatice"
"965540998","1383","2409","3206","2","43","550094","2021","2021-03-26","Počet domů","bez výtahu","Prachatice"
"965527722","19","2409","5768","9","43","550094","2021","2021-03-26","Počet domů","nezjištěno","Prachatice"
"957098851","146","2409",,,"43","550108","2021","2021-03-26","Počet domů",,"Kozlany"
"965514275","0","2409","3206","1","43","550108","2021","2021-03-26","Počet domů","s výtahem","Kozlany"
"965527603","146","2409","3206","2","43","550108","2021","2021-03-26","Počet domů","bez výtahu","Kozlany"
"965527604","0","2409","5768","9","43","550108","2021","2021-03-26","Počet domů","nezjištěno","Kozlany"
"957172143","106","2409",,,"43","550116","2021","2021-03-26","Počet domů",,"Bohumilice"
"965516217","0","2409","3206","1","43","550116","2021","2021-03-26","Počet domů","s výtahem","Bohumilice"
"965516216","101","2409","3206","2","43","550116","2021","2021-03-26","Počet domů","bez výtahu","Bohumilice"
"965489339","5","2409","5768","9","43","550116","2021","2021-03-26","Počet domů","nezjištěno","Bohumilice"
"957099895","168","2409",,,"43","550124","2021","2021-03-26","Počet domů",,"Bošice"
"965529656","0","2409","3206","1","43","550124","2021","2021-03-26","Počet domů","s výtahem","Bošice"
"965489567","152","2409","3206","2","43","550124","2021","2021-03-26","Počet domů","bez výtahu","Bošice"
"965489568","16","2409","5768","9","43","550124","2021","2021-03-26","Počet domů","nezjištěno","Bošice"
"957462212","247","2409",,,"43","550132","2021","2021-03-26","Počet domů",,"Olšany"
"965541101","0","2409","3206","1","43","550132","2021","2021-03-26","Počet domů","s výtahem","Olšany"
"965501057","246","2409","3206","2","43","550132","2021","2021-03-26","Počet domů","bez výtahu","Olšany"
"965501058","1","2409","5768","9","43","550132","2021","2021-03-26","Počet domů","nezjištěno","Olšany"
"957606554","140","2409",,,"43","550141","2021","2021-03-26","Počet domů",,"Medlovice"
"965581616","0","2409","3206","1","43","550141","2021","2021-03-26","Počet domů","s výtahem","Medlovice"
"965514785","137","2409","3206","2","43","550141","2021","2021-03-26","Počet domů","bez výtahu","Medlovice"
"965528092","3","2409","5768","9","43","550141","2021","2021-03-26","Počet domů","nezjištěno","Medlovice"
"957462306","134","2409",,,"43","550159","2021","2021-03-26","Počet domů",,"Bušanovice"
"965488898","0","2409","3206","1","43","550159","2021","2021-03-26","Počet domů","s výtahem","Bušanovice"
"965502307","120","2409","3206","2","43","550159","2021","2021-03-26","Počet domů","bez výtahu","Bušanovice"
"965555818","14","2409","5768","9","43","550159","2021","2021-03-26","Počet domů","nezjištěno","Bušanovice"
"957387594","545","2409",,,"43","550167","2021","2021-03-26","Počet domů",,"Čkyně"
"965488100","2","2409","3206","1","43","550167","2021","2021-03-26","Počet domů","s výtahem","Čkyně"
"965488099","500","2409","3206","2","43","550167","2021","2021-03-26","Počet domů","bez výtahu","Čkyně"
"965501547","43","2409","5768","9","43","550167","2021","2021-03-26","Počet domů","nezjištěno","Čkyně"
"957320732","176","2409",,,"43","550175","2021","2021-03-26","Počet domů",,"Podomí"
"965528882","0","2409","3206","1","43","550175","2021","2021-03-26","Počet domů","s výtahem","Podomí"
"965515625","175","2409","3206","2","43","550175","2021","2021-03-26","Počet domů","bez výtahu","Podomí"
"965502145","1","2409","5768","9","43","550175","2021","2021-03-26","Počet domů","nezjištěno","Podomí"
"957248115","171","2409",,,"43","550183","2021","2021-03-26","Počet domů",,"Dub"
"965514564","0","2409","3206","1","43","550183","2021","2021-03-26","Počet domů","s výtahem","Dub"
"965554588","148","2409","3206","2","43","550183","2021","2021-03-26","Počet domů","bez výtahu","Dub"
"965554589","23","2409","5768","9","43","550183","2021","2021-03-26","Počet domů","nezjištěno","Dub"
"957248618","110","2409",,,"43","550191","2021","2021-03-26","Počet domů",,"Uhřice"
"965542088","0","2409","3206","1","43","550191","2021","2021-03-26","Počet domů","s výtahem","Uhřice"
"965501996","108","2409","3206","2","43","550191","2021","2021-03-26","Počet domů","bez výtahu","Uhřice"
"965542089","2","2409","5768","9","43","550191","2021","2021-03-26","Počet domů","nezjištěno","Uhřice"
"957178569","122","2409",,,"43","550205","2021","2021-03-26","Počet domů",,"Horní Vltavice"
"965500625","1","2409","3206","1","43","550205","2021","2021-03-26","Počet domů","s výtahem","Horní Vltavice"
"965500624","97","2409","3206","2","43","550205","2021","2021-03-26","Počet domů","bez výtahu","Horní Vltavice"
"965580873","24","2409","5768","9","43","550205","2021","2021-03-26","Počet domů","nezjištěno","Horní Vltavice"
"957248147","324","2409",,,"43","550213","2021","2021-03-26","Počet domů",,"Heršpice"
"965527101","0","2409","3206","1","43","550213","2021","2021-03-26","Počet domů","s výtahem","Heršpice"
"965500312","322","2409","3206","2","43","550213","2021","2021-03-26","Počet domů","bez výtahu","Heršpice"
"965540392","2","2409","5768","9","43","550213","2021","2021-03-26","Počet domů","nezjištěno","Heršpice"
"957387885","212","2409",,,"43","550221","2021","2021-03-26","Počet domů",,"Hracholusky"
"965487581","0","2409","3206","1","43","550221","2021","2021-03-26","Počet domů","s výtahem","Hracholusky"
"965581302","197","2409","3206","2","43","550221","2021","2021-03-26","Počet domů","bez výtahu","Hracholusky"
"965554518","15","2409","5768","9","43","550221","2021","2021-03-26","Počet domů","nezjištěno","Hracholusky"
"957462622","400","2409",,,"43","550230","2021","2021-03-26","Počet domů",,"Husinec"
"965515731","2","2409","3206","1","43","550230","2021","2021-03-26","Počet domů","s výtahem","Husinec"
"965528964","384","2409","3206","2","43","550230","2021","2021-03-26","Počet domů","bez výtahu","Husinec"
"965542327","14","2409","5768","9","43","550230","2021","2021-03-26","Počet domů","nezjištěno","Husinec"
"957171243","121","2409",,,"43","550248","2021","2021-03-26","Počet domů",,"Chlumany"
"965488474","0","2409","3206","1","43","550248","2021","2021-03-26","Počet domů","s výtahem","Chlumany"
"965555436","115","2409","3206","2","43","550248","2021","2021-03-26","Počet domů","bez výtahu","Chlumany"
"965515562","6","2409","5768","9","43","550248","2021","2021-03-26","Počet domů","nezjištěno","Chlumany"
"957098828","83","2409",,,"43","550256","2021","2021-03-26","Počet domů",,"Kašnice"
"965517303","0","2409","3206","1","43","550256","2021","2021-03-26","Počet domů","s výtahem","Kašnice"
"965503923","83","2409","3206","2","43","550256","2021","2021-03-26","Počet domů","bez výtahu","Kašnice"
"965517304","0","2409","5768","9","43","550256","2021","2021-03-26","Počet domů","nezjištěno","Kašnice"
"957320828","215","2409",,,"43","550264","2021","2021-03-26","Počet domů",,"Chroboly"
"965581537","0","2409","3206","1","43","550264","2021","2021-03-26","Počet domů","s výtahem","Chroboly"
"965581536","187","2409","3206","2","43","550264","2021","2021-03-26","Počet domů","bez výtahu","Chroboly"
"965528032","28","2409","5768","9","43","550264","2021","2021-03-26","Počet domů","nezjištěno","Chroboly"
"957532885","204","2409",,,"43","550272","2021","2021-03-26","Počet domů",,"Cvrčovice"
